TEXT,cEXT,cNEU,cAGR,cCON,cOPN
Quiet corners are my favourite kingdoms Stress lingers even in calm rooms I finish tasks before they have time to worry me I speak blunt truths even if they cut Art museums feel like playgrounds,n,y,n,y,y
"Helping others paints colour into my day I thrive when surrounded by lively conversations I finish tasks before they have time to worry me I process setbacks, then move forward Abstract ideas glitter brighter than gold",y,n,y,y,y
"Practical solutions beat abstract theories Optimism anchors me against dark currents I listen first, judge later, if ever Plans are suggestions, not iron gates Meeting new faces feels like opening surprise gifts",y,n,y,n,n
Long talks exhaust me faster than a night run Change is interesting— from a safe distance Spontaneity steers my daily map I catch storms of doubt over clear skies Gentle words soften the hardest debates,n,y,y,n,n
"Debates are battles I aim to win Plans are suggestions, not iron gates Books on quantum poetry excite me After social storms, I retreat into books Tiny worries grow into forests in my head",n,y,n,n,y
Spontaneity steers my daily map I collect perspectives the way others collect stamps Helping others paints colour into my day Stress lingers even in calm rooms Meeting new faces feels like opening surprise gifts,y,y,y,n,y
"I talk my ideas into existence with anyone nearby Mood swings arrive without invitation or warning Fiction rarely appeals compared to manuals Helping others paints colour into my day Plans are suggestions, not iron gates",y,y,y,n,n
I collect perspectives the way others collect stamps Formality suffocates my freeform workflow Crowds blur my thoughts; I prefer one deep voice Stress lingers even in calm rooms Sarcasm is my native dialect,n,y,n,n,y
I prefer facts over fantasies Optimism anchors me against dark currents Sarcasm is my native dialect Punctuality is my silent love language Small talk drains my battery to red,n,n,n,y,n
"After social storms, I retreat into books Spontaneity steers my daily map I process setbacks, then move forward I rely on proven methods, not wild notions Gentle words soften the hardest debates",n,n,y,n,n
Worry rarely finds a foothold in my mind Deadlines feel like friendly checkpoints I offer smiles as default greetings Tradition steadies my steps like a familiar song Meeting new faces feels like opening surprise gifts,y,n,y,y,n
"My mood is a calm lake at dawn I listen first, judge later, if ever I finish tasks before they have time to worry me Long talks exhaust me faster than a night run Practical solutions beat abstract theories",n,n,y,y,n
"Books on quantum poetry excite me I listen first, judge later, if ever My mood is a calm lake at dawn I double‑check locks, lights, and lines of code I talk my ideas into existence with anyone nearby",y,n,y,y,y
"Deadlines feel like friendly checkpoints Quiet corners are my favourite kingdoms I process setbacks, then move forward Change is interesting— from a safe distance I’d rather make peace than score points",n,n,y,y,n
Stress lingers even in calm rooms Order calms me like deep breathing I chase new experiences like constellations Sarcasm is my native dialect Small talk drains my battery to red,n,y,n,y,y
"After social storms, I retreat into books Plans are suggestions, not iron gates Tradition steadies my steps like a familiar song My mood is a calm lake at dawn I offer smiles as default greetings",n,n,y,n,n
Deadlines bend to my last‑minute miracles Debates are battles I aim to win I breathe evenly through most tempests Quiet corners are my favourite kingdoms Art museums feel like playgrounds,n,n,n,n,y
Order calms me like deep breathing Small talk drains my battery to red Practical solutions beat abstract theories I replay mistakes in my mind like scratched vinyl I’d rather make peace than score points,n,y,y,y,n
Parties feel like home turf where I refuel Debates are battles I aim to win Calendars and lists guide my every sunrise My mood is a calm lake at dawn I prefer facts over fantasies,y,n,n,y,n
Fiction rarely appeals compared to manuals Deadlines bend to my last‑minute miracles I talk my ideas into existence with anyone nearby I offer smiles as default greetings I breathe evenly through most tempests,y,n,y,n,n
Art museums feel like playgrounds Punctuality is my silent love language Stress slides off me like rain on glass I’d rather make peace than score points Meeting new faces feels like opening surprise gifts,y,n,y,y,y
"Worry rarely finds a foothold in my mind Helping others paints colour into my day I prefer facts over fantasies I talk my ideas into existence with anyone nearby I double‑check locks, lights, and lines of code",y,n,y,y,n
I talk my ideas into existence with anyone nearby Spontaneity steers my daily map Helping others paints colour into my day Fiction rarely appeals compared to manuals Mood swings arrive without invitation or warning,y,y,y,n,n
"I listen first, judge later, if ever Tradition steadies my steps like a familiar song Order calms me like deep breathing I harvest energy from solitude and soft music Tiny worries grow into forests in my head",n,y,y,y,n
Spontaneity steers my daily map Long talks exhaust me faster than a night run Books on quantum poetry excite me Stress lingers even in calm rooms Being right matters more than being liked,n,y,n,n,y
Tiny worries grow into forests in my head I collect perspectives the way others collect stamps Meeting new faces feels like opening surprise gifts Deadlines bend to my last‑minute miracles Kindness feels like common sense in motion,y,y,y,n,y
"I chase new experiences like constellations My mood is a calm lake at dawn I value honesty above fragile feelings Small talk drains my battery to red Plans are suggestions, not iron gates",n,n,n,n,y
"I chase new experiences like constellations After social storms, I retreat into books Being right matters more than being liked Deadlines bend to my last‑minute miracles My mood is a calm lake at dawn",n,n,n,n,y
Stress slides off me like rain on glass Crowded rooms charge my spirit like electricity Books on quantum poetry excite me Deadlines feel like friendly checkpoints Competition tastes sweeter than compromise,y,n,n,y,y
"I rely on proven methods, not wild notions I harvest energy from solitude and soft music I lose track of time when ideas spark Sarcasm is my native dialect I process setbacks, then move forward",n,n,n,n,n
Quiet corners are my favourite kingdoms Helping others paints colour into my day Spontaneity steers my daily map Tradition steadies my steps like a familiar song Tiny worries grow into forests in my head,n,y,y,n,n
